case_submitter_id,project_id,chromosome,genome_bin_1mb_start,genome_bin_1mb_end,mutation_count
TCGA-18-5595,TCGA-LUSC,chr4,55000000,55999999,1
TCGA-18-5595,TCGA-LUSC,chr4,65000000,65999999,1
TCGA-18-5595,TCGA-LUSC,chr4,67000000,67999999,1
TCGA-18-5595,TCGA-LUSC,chr4,69000000,69999999,4
TCGA-18-5595,TCGA-LUSC,chr4,70000000,70999999,1
TCGA-18-5595,TCGA-LUSC,chr4,75000000,75999999,3
TCGA-18-5595,TCGA-LUSC,chr4,76000000,76999999,1
TCGA-18-5595,TCGA-LUSC,chr4,78000000,78999999,3
TCGA-18-5595,TCGA-LUSC,chr4,79000000,79999999,1
TCGA-18-5595,TCGA-LUSC,chr4,81000000,81999999,1
TCGA-18-5595,TCGA-LUSC,chr4,84000000,84999999,1
TCGA-18-5595,TCGA-LUSC,chr4,86000000,86999999,1
TCGA-18-5595,TCGA-LUSC,chr4,99000000,99999999,1
TCGA-18-5595,TCGA-LUSC,chr4,108000000,108999999,2
TCGA-18-5595,TCGA-LUSC,chr4,109000000,109999999,1
TCGA-18-5595,TCGA-LUSC,chr4,110000000,110999999,1
TCGA-18-5595,TCGA-LUSC,chr4,118000000,118999999,1
TCGA-18-5595,TCGA-LUSC,chr4,119000000,119999999,1
TCGA-18-5595,TCGA-LUSC,chr4,122000000,122999999,2
TCGA-18-5595,TCGA-LUSC,chr4,125000000,125999999,1
TCGA-18-5595,TCGA-LUSC,chr4,133000000,133999999,1
TCGA-18-5595,TCGA-LUSC,chr4,139000000,139999999,1
TCGA-18-5595,TCGA-LUSC,chr4,140000000,140999999,1
TCGA-18-5595,TCGA-LUSC,chr4,147000000,147999999,1
TCGA-18-5595,TCGA-LUSC,chr4,148000000,148999999,1
TCGA-18-5595,TCGA-LUSC,chr4,151000000,151999999,1
TCGA-18-5595,TCGA-LUSC,chr4,155000000,155999999,2
TCGA-18-5595,TCGA-LUSC,chr4,158000000,158999999,1
TCGA-18-5595,TCGA-LUSC,chr4,159000000,159999999,1
TCGA-18-5595,TCGA-LUSC,chr4,164000000,164999999,1
TCGA-18-5595,TCGA-LUSC,chr4,168000000,168999999,2
TCGA-18-5595,TCGA-LUSC,chr4,174000000,174999999,1
TCGA-18-5595,TCGA-LUSC,chr4,176000000,176999999,1
TCGA-18-5595,TCGA-LUSC,chr4,177000000,177999999,1
TCGA-18-5595,TCGA-LUSC,chr5,0,999999,1
TCGA-18-5595,TCGA-LUSC,chr5,1000000,1999999,1
TCGA-18-5595,TCGA-LUSC,chr5,10000000,10999999,2
TCGA-18-5595,TCGA-LUSC,chr5,16000000,16999999,1
TCGA-18-5595,TCGA-LUSC,chr5,22000000,22999999,1
TCGA-18-5595,TCGA-LUSC,chr5,23000000,23999999,2
TCGA-18-5595,TCGA-LUSC,chr5,24000000,24999999,1
TCGA-18-5595,TCGA-LUSC,chr5,26000000,26999999,1
TCGA-18-5595,TCGA-LUSC,chr5,31000000,31999999,1
TCGA-18-5595,TCGA-LUSC,chr5,35000000,35999999,3
TCGA-18-5595,TCGA-LUSC,chr5,37000000,37999999,2
TCGA-18-5595,TCGA-LUSC,chr5,38000000,38999999,2
TCGA-18-5595,TCGA-LUSC,chr5,39000000,39999999,1
TCGA-18-5595,TCGA-LUSC,chr5,40000000,40999999,1
TCGA-18-5595,TCGA-LUSC,chr5,41000000,41999999,2
TCGA-18-5595,TCGA-LUSC,chr5,51000000,51999999,1
TCGA-18-5595,TCGA-LUSC,chr5,54000000,54999999,1
TCGA-18-5595,TCGA-LUSC,chr5,55000000,55999999,2
TCGA-18-5595,TCGA-LUSC,chr5,58000000,58999999,1
TCGA-18-5595,TCGA-LUSC,chr5,64000000,64999999,1
TCGA-18-5595,TCGA-LUSC,chr5,81000000,81999999,1
TCGA-18-5595,TCGA-LUSC,chr5,84000000,84999999,1
TCGA-18-5595,TCGA-LUSC,chr5,90000000,90999999,1
TCGA-18-5595,TCGA-LUSC,chr5,93000000,93999999,2
TCGA-18-5595,TCGA-LUSC,chr5,94000000,94999999,1
TCGA-18-5595,TCGA-LUSC,chr5,95000000,95999999,1
TCGA-18-5595,TCGA-LUSC,chr5,97000000,97999999,1
TCGA-18-5595,TCGA-LUSC,chr5,103000000,103999999,1
TCGA-18-5595,TCGA-LUSC,chr5,109000000,109999999,1
TCGA-18-5595,TCGA-LUSC,chr5,113000000,113999999,1
TCGA-18-5595,TCGA-LUSC,chr5,122000000,122999999,1
TCGA-18-5595,TCGA-LUSC,chr5,128000000,128999999,2
TCGA-18-5595,TCGA-LUSC,chr5,129000000,129999999,1
TCGA-18-5595,TCGA-LUSC,chr5,131000000,131999999,1
TCGA-18-5595,TCGA-LUSC,chr5,132000000,132999999,1
TCGA-18-5595,TCGA-LUSC,chr5,138000000,138999999,1
TCGA-18-5595,TCGA-LUSC,chr5,140000000,140999999,3
TCGA-18-5595,TCGA-LUSC,chr5,141000000,141999999,10
TCGA-18-5595,TCGA-LUSC,chr5,146000000,146999999,1
TCGA-18-5595,TCGA-LUSC,chr5,149000000,149999999,3
TCGA-18-5595,TCGA-LUSC,chr5,150000000,150999999,2
TCGA-18-5595,TCGA-LUSC,chr5,154000000,154999999,1
TCGA-18-5595,TCGA-LUSC,chr5,157000000,157999999,1
TCGA-18-5595,TCGA-LUSC,chr5,162000000,162999999,1
TCGA-18-5595,TCGA-LUSC,chr5,170000000,170999999,1
TCGA-18-5595,TCGA-LUSC,chr5,176000000,176999999,1
TCGA-18-5595,TCGA-LUSC,chr5,178000000,178999999,1
TCGA-18-5595,TCGA-LUSC,chr5,179000000,179999999,1
TCGA-18-5595,TCGA-LUSC,chr5,180000000,180999999,3
TCGA-18-5595,TCGA-LUSC,chr6,7000000,7999999,1
TCGA-18-5595,TCGA-LUSC,chr6,10000000,10999999,1
TCGA-18-5595,TCGA-LUSC,chr6,17000000,17999999,1
TCGA-18-5595,TCGA-LUSC,chr6,25000000,25999999,1
TCGA-18-5595,TCGA-LUSC,chr6,26000000,26999999,1
TCGA-18-5595,TCGA-LUSC,chr6,28000000,28999999,1
TCGA-18-5595,TCGA-LUSC,chr6,29000000,29999999,4
TCGA-18-5595,TCGA-LUSC,chr6,30000000,30999999,1
TCGA-18-5595,TCGA-LUSC,chr6,31000000,31999999,2
TCGA-18-5595,TCGA-LUSC,chr6,32000000,32999999,1
TCGA-18-5595,TCGA-LUSC,chr6,33000000,33999999,2
TCGA-18-5595,TCGA-LUSC,chr6,38000000,38999999,1
TCGA-18-5595,TCGA-LUSC,chr6,39000000,39999999,1
TCGA-18-5595,TCGA-LUSC,chr6,40000000,40999999,1
TCGA-18-5595,TCGA-LUSC,chr6,42000000,42999999,1
TCGA-18-5595,TCGA-LUSC,chr6,43000000,43999999,1
TCGA-18-5595,TCGA-LUSC,chr6,45000000,45999999,1
TCGA-18-5595,TCGA-LUSC,chr6,47000000,47999999,1
TCGA-18-5595,TCGA-LUSC,chr6,48000000,48999999,1
TCGA-18-5595,TCGA-LUSC,chr6,54000000,54999999,1
TCGA-18-5595,TCGA-LUSC,chr6,55000000,55999999,1
TCGA-18-5595,TCGA-LUSC,chr6,56000000,56999999,1
TCGA-18-5595,TCGA-LUSC,chr6,69000000,69999999,1
TCGA-18-5595,TCGA-LUSC,chr6,70000000,70999999,1
TCGA-18-5595,TCGA-LUSC,chr6,73000000,73999999,1
TCGA-18-5595,TCGA-LUSC,chr6,75000000,75999999,3
TCGA-18-5595,TCGA-LUSC,chr6,76000000,76999999,1
TCGA-18-5595,TCGA-LUSC,chr6,83000000,83999999,1
TCGA-18-5595,TCGA-LUSC,chr6,84000000,84999999,1
TCGA-18-5595,TCGA-LUSC,chr6,89000000,89999999,1
TCGA-18-5595,TCGA-LUSC,chr6,96000000,96999999,1
TCGA-18-5595,TCGA-LUSC,chr6,101000000,101999999,1
TCGA-18-5595,TCGA-LUSC,chr6,112000000,112999999,1
TCGA-18-5595,TCGA-LUSC,chr6,116000000,116999999,1
TCGA-18-5595,TCGA-LUSC,chr6,117000000,117999999,1
TCGA-18-5595,TCGA-LUSC,chr6,123000000,123999999,1
TCGA-18-5595,TCGA-LUSC,chr6,130000000,130999999,3
TCGA-18-5595,TCGA-LUSC,chr6,142000000,142999999,1
TCGA-18-5595,TCGA-LUSC,chr6,149000000,149999999,1
TCGA-18-5595,TCGA-LUSC,chr6,151000000,151999999,1
TCGA-18-5595,TCGA-LUSC,chr6,155000000,155999999,1
TCGA-18-5595,TCGA-LUSC,chr6,158000000,158999999,1
TCGA-18-5595,TCGA-LUSC,chr6,165000000,165999999,1
TCGA-18-5595,TCGA-LUSC,chr7,1000000,1999999,1
TCGA-18-5595,TCGA-LUSC,chr7,4000000,4999999,2
TCGA-18-5595,TCGA-LUSC,chr7,5000000,5999999,1
TCGA-18-5595,TCGA-LUSC,chr7,6000000,6999999,1
TCGA-18-5595,TCGA-LUSC,chr7,7000000,7999999,1
TCGA-18-5595,TCGA-LUSC,chr7,21000000,21999999,2
TCGA-18-5595,TCGA-LUSC,chr7,23000000,23999999,1
TCGA-18-5595,TCGA-LUSC,chr7,26000000,26999999,1
TCGA-18-5595,TCGA-LUSC,chr7,34000000,34999999,1
TCGA-18-5595,TCGA-LUSC,chr7,37000000,37999999,2
TCGA-18-5595,TCGA-LUSC,chr7,38000000,38999999,1
TCGA-18-5595,TCGA-LUSC,chr7,43000000,43999999,3
TCGA-18-5595,TCGA-LUSC,chr7,44000000,44999999,1
TCGA-18-5595,TCGA-LUSC,chr7,47000000,47999999,2
TCGA-18-5595,TCGA-LUSC,chr7,48000000,48999999,2
TCGA-18-5595,TCGA-LUSC,chr7,55000000,55999999,1
TCGA-18-5595,TCGA-LUSC,chr7,56000000,56999999,2
TCGA-18-5595,TCGA-LUSC,chr7,70000000,70999999,1
TCGA-18-5595,TCGA-LUSC,chr7,74000000,74999999,1
TCGA-18-5595,TCGA-LUSC,chr7,75000000,75999999,1
TCGA-18-5595,TCGA-LUSC,chr7,81000000,81999999,2
TCGA-18-5595,TCGA-LUSC,chr7,87000000,87999999,2
TCGA-18-5595,TCGA-LUSC,chr7,93000000,93999999,2
TCGA-18-5595,TCGA-LUSC,chr7,97000000,97999999,1
TCGA-18-5595,TCGA-LUSC,chr7,100000000,100999999,1
TCGA-18-5595,TCGA-LUSC,chr7,101000000,101999999,1
TCGA-18-5595,TCGA-LUSC,chr7,107000000,107999999,1
TCGA-18-5595,TCGA-LUSC,chr7,112000000,112999999,1
TCGA-18-5595,TCGA-LUSC,chr7,113000000,113999999,1
TCGA-18-5595,TCGA-LUSC,chr7,126000000,126999999,1
TCGA-18-5595,TCGA-LUSC,chr7,127000000,127999999,1
TCGA-18-5595,TCGA-LUSC,chr7,128000000,128999999,2
TCGA-18-5595,TCGA-LUSC,chr7,135000000,135999999,1
TCGA-18-5595,TCGA-LUSC,chr7,138000000,138999999,1
TCGA-18-5595,TCGA-LUSC,chr7,140000000,140999999,2
TCGA-18-5595,TCGA-LUSC,chr7,142000000,142999999,3
TCGA-18-5595,TCGA-LUSC,chr7,143000000,143999999,1
TCGA-18-5595,TCGA-LUSC,chr7,144000000,144999999,1
TCGA-18-5595,TCGA-LUSC,chr7,145000000,145999999,1
TCGA-18-5595,TCGA-LUSC,chr7,149000000,149999999,1
TCGA-18-5595,TCGA-LUSC,chr7,152000000,152999999,4
TCGA-18-5595,TCGA-LUSC,chr7,157000000,157999999,1
TCGA-18-5595,TCGA-LUSC,chr8,2000000,2999999,1
TCGA-18-5595,TCGA-LUSC,chr8,12000000,12999999,1
TCGA-18-5595,TCGA-LUSC,chr8,20000000,20999999,1
TCGA-18-5595,TCGA-LUSC,chr8,26000000,26999999,1
TCGA-18-5595,TCGA-LUSC,chr8,27000000,27999999,1
TCGA-18-5595,TCGA-LUSC,chr8,37000000,37999999,2
TCGA-18-5595,TCGA-LUSC,chr8,38000000,38999999,1
TCGA-18-5595,TCGA-LUSC,chr8,42000000,42999999,2
TCGA-18-5595,TCGA-LUSC,chr8,52000000,52999999,1
TCGA-18-5595,TCGA-LUSC,chr8,55000000,55999999,1
TCGA-18-5595,TCGA-LUSC,chr8,60000000,60999999,1
TCGA-18-5595,TCGA-LUSC,chr8,64000000,64999999,1
TCGA-18-5595,TCGA-LUSC,chr8,72000000,72999999,1
TCGA-18-5595,TCGA-LUSC,chr8,74000000,74999999,1
TCGA-18-5595,TCGA-LUSC,chr8,75000000,75999999,1
TCGA-18-5595,TCGA-LUSC,chr8,76000000,76999999,2
TCGA-18-5595,TCGA-LUSC,chr8,86000000,86999999,2
TCGA-18-5595,TCGA-LUSC,chr8,90000000,90999999,1
TCGA-18-5595,TCGA-LUSC,chr8,91000000,91999999,1
TCGA-18-5595,TCGA-LUSC,chr8,98000000,98999999,1
TCGA-18-5595,TCGA-LUSC,chr8,102000000,102999999,1
TCGA-18-5595,TCGA-LUSC,chr8,103000000,103999999,2
TCGA-18-5595,TCGA-LUSC,chr8,109000000,109999999,2
TCGA-18-5595,TCGA-LUSC,chr8,112000000,112999999,3
TCGA-18-5595,TCGA-LUSC,chr8,119000000,119999999,2
TCGA-18-5595,TCGA-LUSC,chr8,123000000,123999999,1
TCGA-18-5595,TCGA-LUSC,chr8,130000000,130999999,1
TCGA-18-5595,TCGA-LUSC,chr8,142000000,142999999,4
TCGA-18-5595,TCGA-LUSC,chr8,144000000,144999999,1
TCGA-18-5595,TCGA-LUSC,chr9,4000000,4999999,1
TCGA-18-5595,TCGA-LUSC,chr9,5000000,5999999,1
TCGA-18-5595,TCGA-LUSC,chr9,8000000,8999999,2
TCGA-18-5595,TCGA-LUSC,chr9,12000000,12999999,1
TCGA-18-5595,TCGA-LUSC,chr9,13000000,13999999,1
TCGA-18-5595,TCGA-LUSC,chr9,15000000,15999999,1
TCGA-18-5595,TCGA-LUSC,chr9,21000000,21999999,1
TCGA-18-5595,TCGA-LUSC,chr9,26000000,26999999,1
TCGA-18-5595,TCGA-LUSC,chr9,27000000,27999999,1
TCGA-18-5595,TCGA-LUSC,chr9,32000000,32999999,1
TCGA-18-5595,TCGA-LUSC,chr9,39000000,39999999,2
TCGA-18-5595,TCGA-LUSC,chr9,69000000,69999999,1
TCGA-18-5595,TCGA-LUSC,chr9,71000000,71999999,1
TCGA-18-5595,TCGA-LUSC,chr9,72000000,72999999,1
TCGA-18-5595,TCGA-LUSC,chr9,76000000,76999999,1
TCGA-18-5595,TCGA-LUSC,chr9,93000000,93999999,1
TCGA-18-5595,TCGA-LUSC,chr9,100000000,100999999,2
TCGA-18-5595,TCGA-LUSC,chr9,104000000,104999999,1
TCGA-18-5595,TCGA-LUSC,chr9,110000000,110999999,1
TCGA-18-5595,TCGA-LUSC,chr9,114000000,114999999,1
TCGA-18-5595,TCGA-LUSC,chr9,119000000,119999999,1
TCGA-18-5595,TCGA-LUSC,chr9,127000000,127999999,1
TCGA-18-5595,TCGA-LUSC,chr9,135000000,135999999,1
TCGA-18-5595,TCGA-LUSC,chrX,11000000,11999999,1
TCGA-18-5595,TCGA-LUSC,chrX,35000000,35999999,2
TCGA-18-5595,TCGA-LUSC,chrX,40000000,40999999,1
TCGA-18-5595,TCGA-LUSC,chrX,49000000,49999999,1
TCGA-18-5595,TCGA-LUSC,chrX,50000000,50999999,1
TCGA-18-5595,TCGA-LUSC,chrX,54000000,54999999,1
TCGA-18-5595,TCGA-LUSC,chrX,66000000,66999999,1
TCGA-18-5595,TCGA-LUSC,chrX,68000000,68999999,1
TCGA-18-5595,TCGA-LUSC,chrX,78000000,78999999,1
TCGA-18-5595,TCGA-LUSC,chrX,85000000,85999999,1
TCGA-18-5595,TCGA-LUSC,chrX,97000000,97999999,2
TCGA-18-5595,TCGA-LUSC,chrX,101000000,101999999,2
TCGA-18-5595,TCGA-LUSC,chrX,102000000,102999999,1
TCGA-18-5595,TCGA-LUSC,chrX,103000000,103999999,1
TCGA-18-5595,TCGA-LUSC,chrX,108000000,108999999,1
TCGA-18-5595,TCGA-LUSC,chrX,115000000,115999999,1
TCGA-18-5595,TCGA-LUSC,chrX,117000000,117999999,1
TCGA-18-5595,TCGA-LUSC,chrX,119000000,119999999,2
TCGA-18-5595,TCGA-LUSC,chrX,135000000,135999999,1
TCGA-18-5595,TCGA-LUSC,chrX,142000000,142999999,1
TCGA-18-5595,TCGA-LUSC,chrX,145000000,145999999,1
TCGA-18-5595,TCGA-LUSC,chrX,148000000,148999999,2
TCGA-18-5595,TCGA-LUSC,chrX,153000000,153999999,1
TCGA-22-4613,TCGA-LUSC,chr1,3000000,3999999,1
TCGA-22-4613,TCGA-LUSC,chr1,6000000,6999999,1
TCGA-22-4613,TCGA-LUSC,chr1,9000000,9999999,1
TCGA-22-4613,TCGA-LUSC,chr1,10000000,10999999,1
TCGA-22-4613,TCGA-LUSC,chr1,13000000,13999999,1
TCGA-22-4613,TCGA-LUSC,chr1,17000000,17999999,2
TCGA-22-4613,TCGA-LUSC,chr1,19000000,19999999,2
TCGA-22-4613,TCGA-LUSC,chr1,21000000,21999999,1
TCGA-22-4613,TCGA-LUSC,chr1,25000000,25999999,1
TCGA-22-4613,TCGA-LUSC,chr1,26000000,26999999,1
TCGA-22-4613,TCGA-LUSC,chr1,31000000,31999999,1
TCGA-22-4613,TCGA-LUSC,chr1,33000000,33999999,1
TCGA-22-4613,TCGA-LUSC,chr1,34000000,34999999,1
TCGA-22-4613,TCGA-LUSC,chr1,39000000,39999999,2
TCGA-22-4613,TCGA-LUSC,chr1,40000000,40999999,2
TCGA-22-4613,TCGA-LUSC,chr1,46000000,46999999,2
TCGA-22-4613,TCGA-LUSC,chr1,52000000,52999999,1
TCGA-22-4613,TCGA-LUSC,chr1,53000000,53999999,1
TCGA-22-4613,TCGA-LUSC,chr1,54000000,54999999,3
TCGA-22-4613,TCGA-LUSC,chr1,59000000,59999999,1
TCGA-22-4613,TCGA-LUSC,chr1,62000000,62999999,2
TCGA-22-4613,TCGA-LUSC,chr1,66000000,66999999,1
TCGA-22-4613,TCGA-LUSC,chr1,74000000,74999999,2
TCGA-22-4613,TCGA-LUSC,chr1,78000000,78999999,1
TCGA-22-4613,TCGA-LUSC,chr1,81000000,81999999,1
TCGA-22-4613,TCGA-LUSC,chr1,85000000,85999999,1
TCGA-22-4613,TCGA-LUSC,chr1,90000000,90999999,1
TCGA-22-4613,TCGA-LUSC,chr1,91000000,91999999,1
TCGA-22-4613,TCGA-LUSC,chr1,93000000,93999999,1
TCGA-22-4613,TCGA-LUSC,chr1,100000000,100999999,5
TCGA-22-4613,TCGA-LUSC,chr1,102000000,102999999,3
TCGA-22-4613,TCGA-LUSC,chr1,103000000,103999999,1
TCGA-22-4613,TCGA-LUSC,chr1,107000000,107999999,2
TCGA-22-4613,TCGA-LUSC,chr1,110000000,110999999,2
TCGA-22-4613,TCGA-LUSC,chr1,119000000,119999999,1
TCGA-22-4613,TCGA-LUSC,chr1,145000000,145999999,1
TCGA-22-4613,TCGA-LUSC,chr1,147000000,147999999,1
TCGA-22-4613,TCGA-LUSC,chr1,150000000,150999999,1
TCGA-22-4613,TCGA-LUSC,chr1,152000000,152999999,3
TCGA-22-4613,TCGA-LUSC,chr1,153000000,153999999,2
TCGA-22-4613,TCGA-LUSC,chr1,155000000,155999999,2
TCGA-22-4613,TCGA-LUSC,chr1,156000000,156999999,1
TCGA-22-4613,TCGA-LUSC,chr1,158000000,158999999,6
TCGA-22-4613,TCGA-LUSC,chr1,160000000,160999999,2
TCGA-22-4613,TCGA-LUSC,chr1,161000000,161999999,2
TCGA-22-4613,TCGA-LUSC,chr1,162000000,162999999,1
TCGA-22-4613,TCGA-LUSC,chr1,165000000,165999999,1
TCGA-22-4613,TCGA-LUSC,chr1,166000000,166999999,1
TCGA-22-4613,TCGA-LUSC,chr1,167000000,167999999,1
TCGA-22-4613,TCGA-LUSC,chr1,172000000,172999999,1
TCGA-22-4613,TCGA-LUSC,chr1,173000000,173999999,1
TCGA-22-4613,TCGA-LUSC,chr1,175000000,175999999,1
TCGA-22-4613,TCGA-LUSC,chr1,176000000,176999999,3
TCGA-22-4613,TCGA-LUSC,chr1,177000000,177999999,2
TCGA-22-4613,TCGA-LUSC,chr1,179000000,179999999,1
TCGA-22-4613,TCGA-LUSC,chr1,180000000,180999999,2
TCGA-22-4613,TCGA-LUSC,chr1,182000000,182999999,1
TCGA-22-4613,TCGA-LUSC,chr1,184000000,184999999,1
TCGA-22-4613,TCGA-LUSC,chr1,190000000,190999999,3
TCGA-22-4613,TCGA-LUSC,chr1,196000000,196999999,1
TCGA-22-4613,TCGA-LUSC,chr1,197000000,197999999,2
TCGA-22-4613,TCGA-LUSC,chr1,198000000,198999999,1
TCGA-22-4613,TCGA-LUSC,chr1,202000000,202999999,1
TCGA-22-4613,TCGA-LUSC,chr1,204000000,204999999,2
TCGA-22-4613,TCGA-LUSC,chr1,205000000,205999999,1
TCGA-22-4613,TCGA-LUSC,chr1,206000000,206999999,1
TCGA-22-4613,TCGA-LUSC,chr1,209000000,209999999,1
TCGA-22-4613,TCGA-LUSC,chr1,211000000,211999999,1
TCGA-22-4613,TCGA-LUSC,chr1,215000000,215999999,1
TCGA-22-4613,TCGA-LUSC,chr1,216000000,216999999,1
TCGA-22-4613,TCGA-LUSC,chr1,227000000,227999999,2
TCGA-22-4613,TCGA-LUSC,chr1,228000000,228999999,1
TCGA-22-4613,TCGA-LUSC,chr1,230000000,230999999,1
TCGA-22-4613,TCGA-LUSC,chr1,231000000,231999999,1
TCGA-22-4613,TCGA-LUSC,chr1,234000000,234999999,1
TCGA-22-4613,TCGA-LUSC,chr1,235000000,235999999,1
TCGA-22-4613,TCGA-LUSC,chr1,237000000,237999999,6
TCGA-22-4613,TCGA-LUSC,chr1,240000000,240999999,1
TCGA-22-4613,TCGA-LUSC,chr1,241000000,241999999,1
TCGA-22-4613,TCGA-LUSC,chr1,247000000,247999999,6
TCGA-22-4613,TCGA-LUSC,chr1,248000000,248999999,5
TCGA-22-4613,TCGA-LUSC,chr10,1000000,1999999,1
TCGA-22-4613,TCGA-LUSC,chr10,6000000,6999999,1
TCGA-22-4613,TCGA-LUSC,chr10,8000000,8999999,1
TCGA-22-4613,TCGA-LUSC,chr10,14000000,14999999,2
TCGA-22-4613,TCGA-LUSC,chr10,16000000,16999999,1
TCGA-22-4613,TCGA-LUSC,chr10,17000000,17999999,3
TCGA-22-4613,TCGA-LUSC,chr10,18000000,18999999,1
TCGA-22-4613,TCGA-LUSC,chr10,22000000,22999999,1
TCGA-22-4613,TCGA-LUSC,chr10,24000000,24999999,1
TCGA-22-4613,TCGA-LUSC,chr10,25000000,25999999,1
TCGA-22-4613,TCGA-LUSC,chr10,26000000,26999999,1
TCGA-22-4613,TCGA-LUSC,chr10,29000000,29999999,2
TCGA-22-4613,TCGA-LUSC,chr10,31000000,31999999,1
TCGA-22-4613,TCGA-LUSC,chr10,37000000,37999999,1
TCGA-22-4613,TCGA-LUSC,chr10,43000000,43999999,1
TCGA-22-4613,TCGA-LUSC,chr10,44000000,44999999,1
TCGA-22-4613,TCGA-LUSC,chr10,46000000,46999999,2
TCGA-22-4613,TCGA-LUSC,chr10,49000000,49999999,1
TCGA-22-4613,TCGA-LUSC,chr10,54000000,54999999,1
TCGA-22-4613,TCGA-LUSC,chr10,58000000,58999999,1
TCGA-22-4613,TCGA-LUSC,chr10,68000000,68999999,2
TCGA-22-4613,TCGA-LUSC,chr10,69000000,69999999,1
TCGA-22-4613,TCGA-LUSC,chr10,82000000,82999999,2
TCGA-22-4613,TCGA-LUSC,chr10,91000000,91999999,1
TCGA-22-4613,TCGA-LUSC,chr10,99000000,99999999,1
TCGA-22-4613,TCGA-LUSC,chr10,102000000,102999999,1
TCGA-22-4613,TCGA-LUSC,chr10,103000000,103999999,1
TCGA-22-4613,TCGA-LUSC,chr10,105000000,105999999,2
TCGA-22-4613,TCGA-LUSC,chr10,106000000,106999999,1
TCGA-22-4613,TCGA-LUSC,chr10,117000000,117999999,1
TCGA-22-4613,TCGA-LUSC,chr10,119000000,119999999,2
TCGA-22-4613,TCGA-LUSC,chr10,122000000,122999999,1
TCGA-22-4613,TCGA-LUSC,chr10,126000000,126999999,1
TCGA-22-4613,TCGA-LUSC,chr10,132000000,132999999,2
TCGA-22-4613,TCGA-LUSC,chr11,1000000,1999999,1
TCGA-22-4613,TCGA-LUSC,chr11,2000000,2999999,1
TCGA-22-4613,TCGA-LUSC,chr11,4000000,4999999,1
TCGA-22-4613,TCGA-LUSC,chr11,5000000,5999999,1
TCGA-22-4613,TCGA-LUSC,chr11,7000000,7999999,1
TCGA-22-4613,TCGA-LUSC,chr11,20000000,20999999,1
TCGA-22-4613,TCGA-LUSC,chr11,21000000,21999999,2
TCGA-22-4613,TCGA-LUSC,chr11,36000000,36999999,1
TCGA-22-4613,TCGA-LUSC,chr11,40000000,40999999,1
TCGA-22-4613,TCGA-LUSC,chr11,45000000,45999999,1
TCGA-22-4613,TCGA-LUSC,chr11,46000000,46999999,1
TCGA-22-4613,TCGA-LUSC,chr11,47000000,47999999,1
TCGA-22-4613,TCGA-LUSC,chr11,49000000,49999999,2
TCGA-22-4613,TCGA-LUSC,chr11,55000000,55999999,3
TCGA-22-4613,TCGA-LUSC,chr11,56000000,56999999,10
TCGA-22-4613,TCGA-LUSC,chr11,57000000,57999999,1
TCGA-22-4613,TCGA-LUSC,chr11,58000000,58999999,3
TCGA-22-4613,TCGA-LUSC,chr11,59000000,59999999,1
TCGA-22-4613,TCGA-LUSC,chr11,60000000,60999999,1
TCGA-22-4613,TCGA-LUSC,chr11,62000000,62999999,2
TCGA-22-4613,TCGA-LUSC,chr11,66000000,66999999,4
TCGA-22-4613,TCGA-LUSC,chr11,67000000,67999999,1
TCGA-22-4613,TCGA-LUSC,chr11,82000000,82999999,1
TCGA-22-4613,TCGA-LUSC,chr11,83000000,83999999,1
TCGA-22-4613,TCGA-LUSC,chr11,84000000,84999999,1
TCGA-22-4613,TCGA-LUSC,chr11,86000000,86999999,2
TCGA-22-4613,TCGA-LUSC,chr11,89000000,89999999,2
TCGA-22-4613,TCGA-LUSC,chr11,90000000,90999999,1
TCGA-22-4613,TCGA-LUSC,chr11,92000000,92999999,1
TCGA-22-4613,TCGA-LUSC,chr11,94000000,94999999,2
TCGA-22-4613,TCGA-LUSC,chr11,103000000,103999999,4
TCGA-22-4613,TCGA-LUSC,chr11,107000000,107999999,2
TCGA-22-4613,TCGA-LUSC,chr11,112000000,112999999,1
TCGA-22-4613,TCGA-LUSC,chr11,113000000,113999999,3
TCGA-22-4613,TCGA-LUSC,chr11,116000000,116999999,1
TCGA-22-4613,TCGA-LUSC,chr11,120000000,120999999,1
TCGA-22-4613,TCGA-LUSC,chr11,121000000,121999999,1
TCGA-22-4613,TCGA-LUSC,chr11,124000000,124999999,6
TCGA-22-4613,TCGA-LUSC,chr11,125000000,125999999,1
TCGA-22-4613,TCGA-LUSC,chr11,126000000,126999999,2
TCGA-22-4613,TCGA-LUSC,chr11,132000000,132999999,1
TCGA-22-4613,TCGA-LUSC,chr11,134000000,134999999,1
TCGA-22-4613,TCGA-LUSC,chr12,2000000,2999999,1
TCGA-22-4613,TCGA-LUSC,chr12,4000000,4999999,1
TCGA-22-4613,TCGA-LUSC,chr12,5000000,5999999,1
TCGA-22-4613,TCGA-LUSC,chr12,6000000,6999999,1
TCGA-22-4613,TCGA-LUSC,chr12,21000000,21999999,1
TCGA-22-4613,TCGA-LUSC,chr12,26000000,26999999,1
TCGA-22-4613,TCGA-LUSC,chr12,29000000,29999999,1
TCGA-22-4613,TCGA-LUSC,chr12,32000000,32999999,1
TCGA-22-4613,TCGA-LUSC,chr12,49000000,49999999,1
TCGA-22-4613,TCGA-LUSC,chr12,50000000,50999999,1
